product,vendor,current_price,old_price,month
drink,TandT,5.149,10.89179295566259,8
tea,TandT,86.202,91.94479295566259,12
tea,Metro,77.674,83.4167929556626,5
drink,Metro,12.95,18.69279295566259,6
tea,TandT,52.212,57.95479295566259,2
drink,Walmart,18.71,24.45279295566259,1
drink,Galleria,12.825,18.56779295566259,12
tea,NoFrills,16.647,22.38979295566259,11
tea,Walmart,87.794,92.33,2
tea,TandT,76.196,81.93879295566259,10
tea,Metro,33.443,39.185792955662585,10
drink,TandT,38.557,44.29979295566259,5
drink,Loblaws,35.043,25.238,7
drink,Metro,29.225,32.224,2
drink,Galleria,9.068,3.507,7
drink,Galleria,56.853,62.59579295566259,5
tea,Loblaws,47.586,39.127,5
tea,Galleria,20.43,26.17279295566259,9
drink,Walmart,43.212,48.95479295566259,1
drink,Metro,58.291,63.43,6
drink,Walmart,13.264,13.599,10
drink,Walmart,75.195,80.93779295566259,9
tea,Galleria,38.965,44.70779295566259,1
drink,NoFrills,37.336,34.987,2
tea,TandT,4.504,10.246792955662588,8
tea,TandT,62.684,68.42679295566259,5
tea,NoFrills,19.297,25.03979295566259,2
drink,Metro,12.656,18.39879295566259,10
tea,Walmart,84.094,89.83679295566259,3
drink,Walmart,46.827,52.569792955662585,5
tea,Metro,30.635,36.37779295566259,7
drink,Galleria,28.743,20.193,7
tea,Loblaws,64.948,70.69079295566259,2
drink,NoFrills,86.223,91.9657929556626,6
tea,NoFrills,46.413,41.9,12
drink,Metro,11.619,17.36179295566259,5
drink,Loblaws,50.092,55.834792955662586,9
tea,TandT,65.115,70.85779295566259,7
tea,Walmart,28.265,34.00779295566259,8
drink,Metro,53.899,59.64179295566259,3
drink,Loblaws,10.047,15.789792955662591,7
drink,Galleria,8.211,13.953792955662589,4
tea,Loblaws,14.567,20.30979295566259,1
tea,NoFrills,44.424,50.166792955662586,5
drink,Walmart,67.197,59.02,4
drink,Metro,61.572,67.3147929556626,6
tea,Galleria,82.743,88.48579295566259,7
drink,TandT,11.794,11.933,2
drink,Galleria,13.579,19.32179295566259,1
tea,TandT,33.964,38.851,4
tea,Walmart,4.207,9.94979295566259,7
drink,Metro,87.45,93.1927929556626,1
drink,Galleria,65.971,71.522,5
tea,Loblaws,39.549,45.291792955662586,8
drink,TandT,20.89,26.63279295566259,5
drink,NoFrills,2.244,8.901,12
drink,Loblaws,46.553,52.295792955662584,5
tea,Walmart,84.894,84.191,3
drink,NoFrills,47.543,53.285792955662586,11
drink,NoFrills,74.813,80.5557929556626,8
drink,Walmart,64.54,70.2827929556626,1
drink,Galleria,48.243,53.98579295566259,9
drink,Walmart,68.116,73.8587929556626,11
drink,Galleria,63.195,68.93779295566259,7
tea,TandT,41.202,49.066,2
drink,Walmart,57.766,63.508792955662585,5
tea,TandT,43.003,48.74579295566259,11
drink,Galleria,29.772,35.514792955662585,2
drink,Loblaws,18.104,23.84679295566259,12
tea,NoFrills,14.76,20.50279295566259,2
drink,Walmart,1.206,6.94879295566259,11
drink,Galleria,31.905,37.64779295566259,12
drink,NoFrills,60.902,59.717,6
drink,Walmart,37.49,43.551,3
tea,Galleria,41.511,47.25379295566259,8
drink,NoFrills,78.806,84.54879295566259,10
drink,TandT,59.308,65.05079295566259,10
drink,Loblaws,74.597,75.282,8
drink,Loblaws,68.334,74.0767929556626,5
drink,NoFrills,48.857,52.716,4
tea,Metro,85.855,91.5977929556626,7
drink,Metro,71.635,77.3777929556626,1
drink,Loblaws,8.727,14.46979295566259,4
tea,TandT,89.358,95.1007929556626,12
drink,Loblaws,47.088,52.83079295566259,5
tea,TandT,71.496,77.23879295566259,8
drink,Galleria,60.128,65.8707929556626,4
drink,Walmart,12.484,18.22679295566259,11
drink,NoFrills,13.697,23.084,12
tea,TandT,53.955,59.697792955662585,11
drink,Loblaws,4.993,10.735792955662589,11
tea,TandT,23.901,29.64379295566259,10
drink,Loblaws,83.508,89.25079295566259,8
drink,Galleria,19.452,25.194792955662592,9
drink,Walmart,31.772,37.514792955662585,8
tea,Metro,32.412,38.154792955662586,4
drink,Metro,56.829,62.57179295566259,11
drink,Galleria,76.769,82.5117929556626,2
tea,Metro,22.623,28.36579295566259,2
drink,Metro,39.474,45.216792955662584,6
tea,TandT,66.354,72.0967929556626,5
drink,Walmart,57.91,61.09,10
drink,Walmart,20.623,26.36579295566259,8
drink,Walmart,57.527,63.26979295566259,12
tea,NoFrills,58.942,64.68479295566259,8
tea,Galleria,41.387,47.12979295566259,6
drink,Metro,6.886,1.463,7
tea,Walmart,41.351,47.093792955662586,4
tea,Walmart,14.764,7.88,8
drink,Loblaws,78.705,84.44779295566259,4
tea,TandT,12.328,18.07079295566259,7
tea,Loblaws,7.637,13.37979295566259,6
drink,Loblaws,78.126,83.8687929556626,5
tea,Loblaws,24.708,30.45079295566259,1
tea,Metro,66.429,72.1717929556626,2
drink,Walmart,50.659,56.401792955662586,11
tea,TandT,3.117,8.85979295566259,1
drink,Metro,27.982,33.724792955662586,3
drink,Metro,26.088,31.83079295566259,2
tea,Metro,28.209,24.918,8
tea,Galleria,1.597,7.33979295566259,2
tea,NoFrills,79.014,84.75679295566259,11
drink,Walmart,86.236,91.9787929556626,9
drink,TandT,61.425,64.101,2
tea,TandT,9.36,15.10279295566259,9
tea,Galleria,36.583,36.766,12
drink,Loblaws,41.229,46.971792955662586,4
drink,Galleria,56.058,61.80079295566259,1
drink,NoFrills,58.156,63.898792955662586,8
drink,Metro,73.517,79.25979295566259,6
drink,Loblaws,85.239,90.9817929556626,6
tea,NoFrills,66.183,71.9257929556626,4
tea,Loblaws,8.801,14.543792955662589,12
drink,Walmart,12.916,18.399,3
tea,Metro,1.63,7.3727929556625895,12
drink,Loblaws,80.945,86.68779295566259,9
drink,Galleria,44.255,49.99779295566259,3
tea,NoFrills,49.255,54.99779295566259,10
tea,Walmart,64.234,69.97679295566259,6
tea,NoFrills,53.509,59.25179295566259,6
drink,Walmart,51.662,57.404792955662586,11
tea,Loblaws,58.703,64.4457929556626,7
drink,TandT,48.849,54.591792955662584,3
drink,Loblaws,36.35,42.09279295566259,10
drink,Galleria,22.583,28.32579295566259,7
tea,Loblaws,44.62,50.362792955662584,12
tea,TandT,7.883,13.62579295566259,3
drink,Walmart,49.27,55.01279295566259,2
tea,Walmart,81.863,83.506,10
tea,Walmart,23.199,17.608,7
drink,NoFrills,86.495,92.2377929556626,6
drink,Walmart,80.488,86.2307929556626,2
drink,Walmart,33.335,25.581,3
drink,NoFrills,45.333,51.075792955662585,8
drink,Metro,17.643,23.38579295566259,6
drink,Walmart,9.182,14.92479295566259,7
drink,Galleria,11.513,17.25579295566259,1
drink,NoFrills,15.054,20.79679295566259,1
tea,TandT,85.027,90.7697929556626,10
drink,NoFrills,57.754,63.496792955662585,12
drink,TandT,81.332,87.07479295566259,12
tea,Metro,48.719,54.46179295566259,3
tea,NoFrills,6.536,12.278792955662588,11
tea,Walmart,43.802,49.54479295566259,12
drink,Metro,2.144,7.88679295566259,2
drink,Galleria,12.416,9.234,7
tea,NoFrills,46.675,52.417792955662584,8
tea,TandT,18.034,25.205,4
drink,Metro,26.506,32.24879295566259,2
drink,Galleria,41.968,47.71079295566259,6
tea,TandT,12.671,18.41379295566259,5
drink,NoFrills,71.694,77.4367929556626,2
tea,Metro,83.888,89.6307929556626,9
drink,TandT,1.758,4.937,11
drink,NoFrills,52.411,58.15379295566259,5
tea,NoFrills,84.462,90.2047929556626,9
drink,TandT,5.404,0.773,12
drink,Loblaws,85.111,90.8537929556626,1
drink,Metro,29.073,34.81579295566259,9
drink,TandT,34.161,39.90379295566259,6
drink,Galleria,14.261,20.00379295566259,9
drink,Loblaws,26.036,31.778792955662592,2
drink,Walmart,21.891,12.515,2
drink,Metro,84.014,89.275,6
tea,Galleria,72.782,78.52479295566259,3
drink,Metro,88.971,94.7137929556626,6
drink,Loblaws,17.597,23.339792955662592,5
drink,Walmart,15.705,6.746,1
drink,Metro,87.316,93.0587929556626,2
drink,Metro,43.149,48.89179295566259,11
drink,Galleria,23.789,29.531792955662592,11
tea,Walmart,87.357,93.0997929556626,1
drink,TandT,8.798,14.540792955662589,1
drink,Metro,3.185,8.92779295566259,11
drink,Metro,36.393,42.13579295566259,4
tea,Metro,53.364,59.106792955662584,9
tea,NoFrills,84.991,90.7337929556626,1
tea,NoFrills,53.133,58.87579295566259,6
tea,Galleria,9.897,5.059,4
drink,Metro,81.478,87.22079295566259,5
tea,TandT,79.973,85.7157929556626,10
drink,NoFrills,89.754,95.4967929556626,1
drink,Loblaws,2.293,8.03579295566259,10
drink,Loblaws,9.101,14.84379295566259,6
drink,Galleria,47.665,53.407792955662586,9
tea,Loblaws,35.73,41.472792955662584,10
drink,Walmart,54.82,60.56279295566259,9
tea,Metro,87.294,93.03679295566259,4
tea,Galleria,68.506,74.2487929556626,4
drink,TandT,31.164,36.90679295566259,7
tea,TandT,80.303,86.04579295566259,11
tea,Metro,16.58,22.32279295566259,9
drink,Walmart,65.881,71.6237929556626,9
tea,NoFrills,1.279,7.0217929556625895,10
tea,Galleria,74.888,80.6307929556626,2
drink,Galleria,53.48,53.343,10
tea,NoFrills,2.695,8.437792955662589,9
drink,TandT,4.989,10.284,10
tea,Galleria,22.464,28.20679295566259,4
drink,Metro,3.183,8.92579295566259,8
tea,NoFrills,19.256,24.99879295566259,4
tea,Walmart,66.007,71.7497929556626,4
tea,Galleria,59.518,65.2607929556626,10
drink,Galleria,24.531,30.27379295566259,6
tea,Loblaws,40.114,45.856792955662584,6
tea,Galleria,36.496,42.23879295566259,4
drink,TandT,80.789,77.978,1
tea,NoFrills,32.258,38.00079295566259,9
tea,Loblaws,71.007,76.7497929556626,2
drink,Metro,60.311,66.05379295566259,11
drink,NoFrills,49.966,55.70879295566259,12
drink,TandT,27.317,33.05979295566259,3
tea,NoFrills,23.856,29.598792955662592,7
drink,Walmart,37.584,43.32679295566259,4
drink,Loblaws,65.123,70.8657929556626,4
tea,TandT,23.599,20.348,9
tea,Galleria,43.221,48.96379295566258,11
tea,Loblaws,45.524,51.26679295566259,3
drink,Loblaws,88.931,94.67379295566259,3
drink,TandT,46.089,51.831792955662586,1
tea,Loblaws,21.877,19.579,11
drink,Metro,81.855,87.5977929556626,8
tea,Walmart,51.916,45.688,7
tea,Metro,10.879,8.658,9
tea,TandT,80.296,72.701,10
tea,Loblaws,58.336,64.07879295566259,5
tea,Loblaws,48.284,54.026792955662586,6
drink,TandT,19.363,25.10579295566259,2
drink,Loblaws,69.324,75.06679295566259,3
tea,TandT,70.033,75.7757929556626,6
drink,Metro,39.996,45.73879295566259,5
drink,TandT,25.928,29.234,4
drink,TandT,4.468,10.21079295566259,6
drink,Loblaws,12.661,18.40379295566259,5
drink,TandT,14.729,20.47179295566259,12
tea,Galleria,18.373,24.11579295566259,1
drink,TandT,75.916,81.65879295566259,5
tea,TandT,2.982,8.72479295566259,5
drink,Galleria,1.793,7.53579295566259,10
drink,Galleria,10.845,16.58779295566259,8
tea,Loblaws,2.918,8.66079295566259,6
tea,TandT,39.112,44.85479295566259,8
drink,Metro,32.585,33.274,12
tea,Walmart,75.816,81.5587929556626,6
tea,TandT,74.51,80.2527929556626,9
drink,TandT,50.887,56.62979295566259,8
drink,Galleria,63.674,69.41679295566259,5
drink,Walmart,46.653,52.395792955662586,2
drink,Loblaws,85.968,91.7107929556626,7
tea,Walmart,55.936,61.67879295566259,8
tea,TandT,38.397,44.139792955662585,10
drink,Walmart,75.295,81.0377929556626,12
drink,TandT,40.239,45.981792955662584,6
drink,Walmart,89.14,94.8827929556626,5
drink,Loblaws,44.64,50.38279295566259,1
tea,Metro,20.202,25.944792955662592,11
drink,TandT,58.692,64.43479295566259,2
drink,Walmart,79.891,75.239,1
drink,Walmart,19.161,24.903792955662592,9
drink,Metro,12.986,3.725,12
drink,Walmart,78.763,84.5057929556626,9
tea,Loblaws,85.448,91.19079295566259,12
tea,TandT,62.528,58.572,5
drink,Galleria,27.988,33.73079295566259,2
drink,NoFrills,14.734,20.47679295566259,12
tea,Loblaws,20.473,26.26,10
drink,Walmart,39.099,44.841792955662584,1
drink,Metro,82.228,87.97079295566259,10
drink,Walmart,44.979,54.156,2
tea,TandT,57.592,63.334792955662586,11
drink,Loblaws,37.123,42.865792955662585,5
tea,Metro,79.691,85.4337929556626,3
drink,Metro,87.017,92.75979295566259,6
tea,Galleria,53.695,45.801,9
tea,Loblaws,33.881,39.62379295566259,3
tea,Walmart,60.264,52.189,4
tea,Walmart,20.077,25.819792955662592,12
drink,Walmart,77.806,83.54879295566259,10
drink,NoFrills,47.035,49.7,12
drink,Loblaws,78.648,84.39079295566259,3
tea,TandT,5.256,4.953,9
drink,NoFrills,52.174,53.798,7
tea,Loblaws,30.569,36.31179295566259,12
drink,Loblaws,65.153,70.8957929556626,3
drink,Loblaws,23.285,18.362,11
drink,TandT,87.574,96.721,11
drink,Metro,12.743,18.48579295566259,10
drink,Loblaws,47.512,53.25479295566259,1
drink,Loblaws,89.934,95.67679295566259,10
tea,Loblaws,43.776,53.09,2
drink,Loblaws,20.342,19.112,8
drink,Galleria,12.13,17.87279295566259,6
drink,NoFrills,39.94,45.682792955662585,10
tea,Galleria,45.66,51.402792955662584,10
drink,Loblaws,7.297,13.03979295566259,7
tea,Metro,71.521,78.854,4
drink,Galleria,12.425,18.16779295566259,2
drink,Loblaws,51.616,57.35879295566259,6
drink,Loblaws,3.375,11.584,8
tea,Galleria,18.451,24.19379295566259,11
tea,NoFrills,57.338,63.08079295566259,3
drink,Galleria,42.856,48.59879295566259,4
drink,Galleria,21.257,26.999792955662592,9
drink,Walmart,59.081,64.8237929556626,11
tea,Galleria,53.367,59.109792955662584,9
tea,Metro,29.686,32.089,3
tea,TandT,69.64,75.3827929556626,1
drink,NoFrills,55.524,46.313,8
tea,Loblaws,9.504,15.246792955662588,6
tea,Loblaws,25.826,31.56879295566259,4
drink,Walmart,37.985,43.727792955662586,2
drink,Walmart,49.476,44.672,1
tea,Walmart,89.883,91.9,12
tea,TandT,67.622,73.3647929556626,4
drink,Metro,13.406,19.14879295566259,1
drink,NoFrills,89.03,94.7727929556626,11
drink,Galleria,5.666,9.415,7
tea,TandT,59.252,64.99479295566259,7
tea,Walmart,17.379,12.075,11
drink,Walmart,21.906,27.64879295566259,7
drink,NoFrills,76.413,82.15579295566259,5
drink,Metro,62.513,69.534,4
drink,Metro,85.073,90.81579295566259,3
drink,Galleria,30.187,27.763,12
tea,TandT,54.726,60.468792955662586,4
drink,TandT,17.372,22.308,10
tea,Galleria,2.776,11.42,5
tea,Metro,19.251,24.99379295566259,12
tea,Walmart,26.113,31.85579295566259,2
tea,Metro,58.589,64.33179295566259,1
drink,Metro,88.942,94.68479295566259,8
tea,Loblaws,33.722,39.46479295566259,11
tea,TandT,37.264,38.986,1
tea,Loblaws,45.733,51.475792955662584,2
drink,TandT,35.591,41.33379295566259,8
drink,Loblaws,85.95,91.6927929556626,7
drink,Galleria,70.999,76.74179295566259,6
tea,TandT,50.622,56.36479295566259,11
drink,Walmart,1.146,6.8887929556625895,10
tea,Walmart,36.135,37.842,10
drink,Galleria,50.954,56.69679295566259,7
drink,Walmart,54.411,60.15379295566259,10
drink,Loblaws,8.934,14.676792955662588,7
tea,Metro,59.497,65.2397929556626,4
tea,TandT,71.075,78.066,10
drink,Metro,48.992,53.553,7
tea,TandT,55.75,65.488,1
drink,TandT,51.515,57.25779295566259,5
tea,Walmart,38.182,43.92479295566259,12
tea,NoFrills,53.338,59.08079295566259,4
tea,Galleria,13.439,19.18179295566259,3
drink,Walmart,64.135,60.425,9
drink,Walmart,12.994,18.73679295566259,4
tea,Galleria,56.325,62.06779295566259,12
drink,Loblaws,82.404,76.893,5
tea,TandT,14.688,5.686,1
tea,Walmart,25.736,31.47879295566259,8
drink,Loblaws,38.032,43.77479295566258,6
drink,TandT,51.71,57.792,10
tea,NoFrills,0.977,6.71979295566259,3
tea,Metro,54.951,60.69379295566259,4
drink,Galleria,22.093,27.83579295566259,11
tea,Loblaws,1.836,7.57879295566259,6
drink,Galleria,63.978,69.72079295566259,4
tea,Walmart,62.9,68.64279295566259,10
drink,Metro,22.332,28.07479295566259,8
tea,Metro,65.373,71.1157929556626,2
tea,NoFrills,42.286,48.02879295566259,3
tea,NoFrills,4.603,10.345792955662588,9
tea,TandT,40.343,46.08579295566259,2
drink,Galleria,72.415,78.1577929556626,1
drink,Metro,40.082,45.82479295566259,11
tea,Metro,36.684,42.426792955662584,3
drink,Walmart,87.036,92.7787929556626,8
tea,TandT,7.689,13.43179295566259,7
tea,NoFrills,44.988,47.901,9
tea,Walmart,58.952,61.567,4
drink,NoFrills,82.201,87.94379295566259,6
drink,Walmart,31.693,37.43579295566259,2
drink,Metro,44.346,50.08879295566258,1
drink,Walmart,62.715,58.333,12
tea,TandT,23.182,28.92479295566259,4
tea,Galleria,20.752,25.67,3
tea,Galleria,15.242,20.98479295566259,3
drink,NoFrills,70.785,76.52779295566259,9
tea,Loblaws,78.876,84.6187929556626,3
drink,Loblaws,69.184,74.92679295566259,7
tea,TandT,63.716,69.45879295566259,9
drink,Walmart,21.225,26.967792955662592,7
drink,TandT,68.211,73.95379295566259,7
tea,Galleria,62.99,68.73279295566259,3
tea,Loblaws,53.027,58.76979295566259,8
tea,Galleria,47.718,53.46079295566259,7
tea,NoFrills,74.896,70.801,4
drink,Galleria,31.309,41.116,12
tea,TandT,70.687,75.369,3
tea,Walmart,7.208,12.950792955662589,8
drink,NoFrills,65.25,70.9927929556626,6
tea,TandT,6.864,12.60679295566259,12
drink,TandT,57.783,63.52579295566259,2
drink,Galleria,63.208,68.95079295566259,3
drink,NoFrills,12.695,18.43779295566259,11
drink,NoFrills,71.068,76.81079295566259,6
tea,Walmart,44.489,46.657,10
drink,Loblaws,24.243,29.98579295566259,9
drink,Galleria,50.386,56.12879295566259,11
drink,NoFrills,32.091,37.83379295566259,4
tea,Walmart,26.578,32.32079295566259,8
drink,Walmart,73.852,79.5947929556626,4
tea,Galleria,32.385,38.127792955662585,10
tea,Galleria,78.984,75.276,4
tea,Loblaws,25.403,31.14579295566259,9
drink,Walmart,88.318,94.06079295566259,9
tea,Metro,11.954,17.69679295566259,3
drink,Galleria,18.053,23.79579295566259,4
drink,Galleria,31.907,37.64979295566259,12
drink,Loblaws,13.221,18.96379295566259,8
drink,Loblaws,51.475,57.21779295566259,12
tea,NoFrills,43.399,49.14179295566259,8
drink,Walmart,87.593,93.3357929556626,1
drink,NoFrills,33.36,32.554,4
drink,Galleria,89.134,94.8767929556626,3
drink,Metro,73.662,79.4047929556626,11
tea,Walmart,77,70.851,3
drink,Walmart,44.126,53.96,4
tea,TandT,72.303,78.04579295566259,12
tea,NoFrills,63.235,69.787,12
tea,Loblaws,45.333,51.075792955662585,9
drink,NoFrills,49.983,55.725792955662584,3
tea,Loblaws,6.2,11.94279295566259,3
tea,Galleria,53.835,59.57779295566259,6
tea,NoFrills,8.551,14.293792955662589,5
tea,Metro,89.608,95.3507929556626,4
drink,NoFrills,51.556,57.298792955662584,9
drink,TandT,22.613,17.156,6
tea,Loblaws,54.964,60.706792955662586,7
tea,Galleria,86.717,89.935,8
drink,Galleria,36.9,42.642792955662586,8
drink,Loblaws,34.512,40.25479295566259,9
tea,TandT,8.907,15.189,7
tea,Galleria,26.111,31.85379295566259,1
tea,Galleria,30.904,36.64679295566259,9
drink,Metro,40.364,30.65,1
drink,TandT,51.642,57.38479295566259,10
drink,NoFrills,32.145,37.88779295566259,5
tea,NoFrills,65.489,71.2317929556626,6
drink,NoFrills,48.477,54.219792955662584,1
drink,Metro,64.852,70.5947929556626,5
tea,NoFrills,12.859,18.60179295566259,3
tea,NoFrills,85.436,79.197,10
drink,Walmart,68.166,73.90879295566259,8
drink,TandT,84.069,89.8117929556626,8
drink,Loblaws,70.39,76.1327929556626,11
tea,Loblaws,26.165,31.90779295566259,8
drink,Metro,81.41,87.15279295566259,6
drink,Walmart,17.688,23.43079295566259,4
drink,NoFrills,86.655,92.3977929556626,9
tea,NoFrills,57.603,63.34579295566259,5
tea,TandT,41.087,46.82979295566259,4
drink,TandT,2.331,8.07379295566259,8
tea,Walmart,14,19.74279295566259,12
drink,Loblaws,24.034,29.77679295566259,10
tea,Walmart,86.488,92.2307929556626,9
drink,Loblaws,2.511,8.25379295566259,11
drink,TandT,32.743,38.48579295566259,10
drink,TandT,11.397,17.13979295566259,11
drink,TandT,40.534,46.276792955662586,5
tea,Walmart,72.582,78.32479295566259,12
tea,Metro,67.856,58.007,10
tea,Loblaws,38.34,44.08279295566259,4
drink,Walmart,31.929,37.67179295566259,8
tea,TandT,61.687,67.42979295566259,1
drink,NoFrills,1.054,6.79679295566259,12
tea,NoFrills,48.251,53.993792955662585,5
drink,Galleria,37.805,32.544,10
drink,Galleria,73.192,66.153,8
drink,Walmart,57.066,62.80879295566259,8
tea,TandT,88.622,94.3647929556626,4
drink,Loblaws,82.053,87.79579295566259,12
drink,TandT,58.037,60.393,6
drink,Metro,51.201,56.94379295566259,7
tea,Walmart,37.906,43.648792955662586,5
